X,Y,DISTRICT,SITE_ID,PROJECT_NAME,PROJECT_ID,STATUS,PROJECT_MGR,OGC_NUMBER,ISDR_DATE,CONTAMINANTS,OFFSITECOC,ADDRESS,CITY,ZIP5,ZIP4,COUNTY_ID,DATUM_ID,METHOD_ID,FEATURE,OBJECT_OF_INTEREST,PROXIMITY_TO_OBJECT,LAT_DD,LAT_MM,LAT_SS,LONG_DD,LONG_MM,LONG_SS,GIS_ALBX,GIS_ALBY,COLLECT_USERNAME,COLLECT_AFFILIATION,COLLECT_PROGRAM_ID,COLLECT_DATE,MAP_SOURCE,MAP_SOURCE_SCALE,INTERPOLATION_SCALE,COORDINATE_ACCURACY_ID,VERIFY_METHOD_ID,VERIFIER_USERNAME,VERIFIER_AFFILIATION,VERIFYING_PROGRAM_ID,VERIFICATION_DATE,OBJECTID,DOCUMENTS
-87.093201677748098,30.533882972020081,NWD,169145,DIARY FRESH I-10 EAST BOUND EXIT 7 SPILL,237807,CLOSED,RUIZ_DM,,2000-03-27T00:00:00.000Z,,,509 SOUTH CRAFT HWY,MOBILE,36610,,57,HARN,UNVR,,CAP_RAP SITE,EXACT,30,32,1.9584,87,5,35.5087,103481.75,728855.08,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-03-04T15:40:27.000Z,1999 doqs,2963,,4,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-03-04T15:40:27.000Z,2267,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_169145/gis-facility!search
-87.220654264346933,30.436937446422746,NWD,153935,DIXIE DRY CLEANER (FORMER),220986,CLOSED,CULLEN_D,,1998-09-24T00:00:00.000Z,,,2400 NORTH PALAFOX STREET,PENSACOLA,32503,,17,HARN,UNVR,,CAP_RAP SITE,APPRX,30,26,12.9546,87,13,14.3379,90986.42,718413.25,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-11T10:50:12.000Z,1999 doqs,1645,,3,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-11T10:50:12.000Z,2004,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_153935/gis-facility!search
-85.557222094549317,30.247509483883647,NWD,175182,DUPLICATE TANK PROJECT,242066,CLOSED,MELTON_C,,1999-08-05T00:00:00.000Z,,,5737 NORTH STAR AVENUE,PANAMA CITY,32404,,3,NAD83,UNVR,,CAP_RAP SITE,APPRX,30,14,51.0139,85,33,25.9838,250309.56,694298.58,,,CL,,1999 doqs,2886,,4,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-13T13:31:23.000Z,2393,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_175182/gis-facility!search
-84.849926301793104,30.704612387618202,NWD,176471,DUPLICATE TANK PROJECT,242986,CLOSED,MELTON_C,,1999-03-12T00:00:00.000Z,,,617 WEST WASHINGTON STREET,CHATTAHOOCHEE,32334,,20,HARN,UNVR,,CAP_RAP SITE,APPRX,30,42,16.5839,84,50,59.7196,318647.88,744361.49,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-08T13:42:48.000Z,1999 doqs,2098,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-08T13:42:48.000Z,2423,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_176471/gis-facility!search
-87.293951702389904,30.461250588454973,NWD,197253,E-Z SERVE NO. 4085 PESTICIDE DETECTION,256697,CLOSED,MELTON_C,,2002-03-12T00:00:00.000Z,,,3014 WEST MICHIGAN AVENUE,PENSACOLA,32526,,17,WGS84,UNVR,,CAP_RAP SITE,EXACT,30,27,40.4819,87,17,38.2086,84027.22,721295.82,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-13T08:35:13.000Z,1999 doqs,1661,,3,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-13T08:35:13.000Z,2806,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_197253/gis-facility!search
-85.625284833448859,30.183433244873363,NWD,101640,EAGLE HARDWARE STORE,228154,CLOSED,HARTSHORN_B,,1999-07-26T00:00:00.000Z,DRF dated 22 April 1999,,2003 NORTH EAST AVENUE,PANAMA CITY,32405,6253,3,HARN,UNVR,,CAP_RAP SITE,APPRX,30,11,0.3395,85,37,31.0096,243674.25,687272.34,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-04T07:25:01.000Z,1999 doqs,2327,,4,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-04T07:25:01.000Z,2061,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_101640/gis-facility!search
-87.222834041127058,30.406971411732485,NWD,79475,ECUA MAIN STREET PLANT METHANOL SPILL,265980,CLOSED,HARDING_D,,2003-01-22T00:00:00.000Z,methanol,N,9250 HAMMAN ST.   P.O. BOX 15311,PENSACOLA,32514,,17,HARN,DPHO,,CAP_RAP SITE,CENTR,30,24,25.0769,87,13,22.1851,90690.14,715093.63,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-11T08:13:24.000Z,1999 doqs,2796,,3,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-11T08:13:24.000Z,2909,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_79475/gis-facility!search
-85.127803885119349,30.803115623000746,NWD,209201,EDINBURGH INVESTMENT CORPORATION,265134,CLOSED,KOONCE_D,,2000-11-14T00:00:00.000Z,,,"1300 EXECUTIVE CENTER, SUITE 106",TALLAHASSEE,32301,,32,HARN,UNVR,,CAP_RAP SITE,APPRX,30,48,11.1955,85,7,40.0786,292150.88,755502.79,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-13T14:48:24.000Z,1999 doqs,2481,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-13T14:48:24.000Z,2892,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_209201/gis-facility!search
-86.866661666533531,30.457373601274792,NWD,213576,EGLIN PIT 500,267774,CLOSED,WEBSTER_A,,1999-11-19T00:00:00.000Z,"BTEX, Chlorinated Solvents, Iron, Manganese",N,RANGE ROAD 291 EGLIN AIR FORCE BASE,HOLLEY,32566,,57,WGS84,DGPS,Pit SE of Holley Landfill,CAP_RAP SITE,ENTRA,30,27,26.5247,86,51,59.9649,124997.15,719842.33,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-02-25T11:28:39.000Z,1999 doqs,759,,3,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-02-25T11:28:39.000Z,2938,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_213576/gis-facility!search
-84.573087856792839,30.602024566999528,NWD,193595,EL PASO - FLORIDIN,254378,CLOSED,COOEY_S,,2001-05-31T00:00:00.000Z,,,NINE GREENWAY PLAZA,"HOUSTON,",77046,,20,HARN,UNVR,gas line metering station,CAP_RAP SITE,APPRX,30,36,7.2678,84,34,23.1015,345093.44,732825.16,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-05T16:01:05.000Z,1999 doqs,5000,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-05T16:01:05.000Z,2771,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_193595/gis-facility!search
-84.380304110493498,30.688283731613328,NWD,194166,EL PASO - HAVANA,254747,CLOSED,COOEY_S,,2001-05-31T00:00:00.000Z,,,NINE GREENWAY PLAZA,HOUSTON,77046,,20,HARN,UNVR,gas metering station,CAP_RAP SITE,VICIN,30,41,17.8007,84,22,49.0802,363592.61,742324.7,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-09T14:01:36.000Z,1999 doqs,4092,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-09T14:01:36.000Z,2778,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_194166/gis-facility!search
-84.57305616234818,30.601952595019487,NWD,194162,EL PASO - QUINCY,254744,CLOSED,COOEY_S,,2001-05-31T00:00:00.000Z,,,NINE GREENWAY PLAZA,HOUSTON,77046,,20,NAD83,UNVR,gas pipeline meter sta.,CAP_RAP SITE,VICIN,30,36,7.0087,84,34,22.9874,345095.66,732816.73,,,CL,2001-07-27T00:00:00.000Z,1999 doqs,5000,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-09T14:02:50.000Z,2777,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_194162/gis-facility!search
-84.276213323524573,30.515981446115166,NWD,194171,EL PASO - TALLAHASSEE,254748,CLOSED,COOEY_S,,2001-05-31T00:00:00.000Z,,,NINE GREENWAY PLAZA,HOUSTON,77045,,37,HARN,UNVR,gas metering station,CAP_RAP SITE,VICIN,30,30,57.5126,84,16,34.3535,373514.61,723178.53,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-16T12:51:59.000Z,1999 doqs,5000,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-16T12:51:59.000Z,2779,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_194171/gis-facility!search
-85.664540453957727,30.159093599277295,NWD,173243,EMERGENCY OPERATIONS CENTER,240620,CLOSED,SPAULDING_R,,1999-02-19T00:00:00.000Z,,,310 WEST SIXTH STREET,PANAMA CITY,32401,,3,HARN,UNVR,,CAP_RAP SITE,APPRX,30,9,32.7168,85,39,52.3298,239861.75,684620.97,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-10T08:52:28.000Z,1999 doqs,4999,,4,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-10T08:52:28.000Z,2325,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_173243/gis-facility!search
-87.149996905046692,30.929546724408574,NWD,154001,EXXON JAY SOUTH - CU,221100,CLOSED,MELTON_C,,1999-03-29T00:00:00.000Z,,,HIGHWAY 89,JAY,32565,,57,WGS84,UNVR,Field,CAP_RAP SITE,EXACT,30,55,46.3476,87,8,59.9714,99160.38,772878.99,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-02-28T10:49:23.000Z,1999 doqs,2181,,3,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-02-28T10:49:23.000Z,2005,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_154001/gis-facility!search
-85.250506085080943,30.781211197516228,NWD,179701,EZ SERVE #4226,244229,CLOSED,HARTSHORN_B,,2000-09-01T00:00:00.000Z,,,2958 PENNSYLVANIA AVENUE,MARIANNA,32448,,32,HARN,UNVR,,CAP_RAP SITE,APPRX,30,46,52.3396,85,15,1.8064,280392.7,753186.42,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-17T09:38:53.000Z,1999 doqs,3714,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-17T09:38:53.000Z,2453,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179701/gis-facility!search
-85.771943817428181,30.156670095830705,NWD,171372,EZ SERVE #4420,242958,CLOSED,HARTSHORN_B,,2000-02-24T00:00:00.000Z,,,6924 THOMAS DR,PANAMA CITY BEACH,32408,6141,3,NAD83,UNVR,,CAP_RAP SITE,EXACT,30,9,23.9922,85,46,18.9818,229525.52,684496.25,,,CL,,1999 doqs,5000,,4,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-11T09:46:20.000Z,2422,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_171372/gis-facility!search
-83.873443569862559,30.529619516932108,NWD,13300,FAIRCHILD FLORIDA CONSTRUCTION,243479,CLOSED,MELTON_C,,1995-04-10T00:00:00.000Z,,,US HWY 19 S,MONTICELLO,32344,,33,HARN,UNKN,,CAP_RAP SITE,APPRX,30,31,46.6096,83,52,24.3828,412134,724669,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-06T12:53:01.000Z,1999 doqs,4404,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-06T12:53:00.000Z,2431,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_13300/gis-facility!search
-84.299128411062014,30.446378512525641,NWD,171375,FSU DAVIS BUILDING,239444,CLOSED,MELTON_C,,1998-12-15T00:00:00.000Z,,,"FSU, MENDENHALL MAINTENANCE COMPLEX",TALLAHSSEE,32306,4045,37,HARN,UNVR,,CAP_RAP SITE,VICIN,30,26,46.9421,84,17,56.8478,371298.77,715459.52,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T11:37:06.000Z,1999 doqs,3747,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T11:37:06.000Z,2304,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_171375/gis-facility!search
-84.294594159513608,30.446144679461288,NWD,162513,FSU FORMER KAPPA ALPHA FRATERNITY HOUSE,232251,CLOSED,MILLIKAN_C,,1999-11-12T00:00:00.000Z,,,820 WEST TENNESSEE STREET,TALLAHASSEE,,,37,HARN,UNVR,,CAP_RAP SITE,VICIN,30,26,46.1003,84,17,40.5245,371733.66,715432.81,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-16T10:14:42.000Z,1999 doqs,5000,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-16T10:14:42.000Z,2151,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_162513/gis-facility!search
-84.334165977102003,30.455843318867959,NWD,185933,FSU GREENHOUSE FACILITY,249554,CLOSED,HARTSHORN_B,,1999-12-13T00:00:00.000Z,,,2606 MISSION ROAD,TALLAHASSEE,,,37,NAD83,UNVR,Heating Oil Fuel,CAP_RAP SITE,VICIN,30,27,21.0154,84,20,2.983,367939.55,716518.53,,,CL,,1999 doqs,4008,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-13T09:04:32.000Z,2677,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_185933/gis-facility!search
-84.291645464124187,30.442609456365176,NWD,171424,FSU HOUSE WRIGHT MUSIC BUILDING,239513,CLOSED,MELTON_C,,1999-01-12T00:00:00.000Z,,,MENDENHALL MAINTENANCE COMPLEX,TALLAHASSEE,32306,4045,37,HARN,UNVR,,CAP_RAP SITE,APPRX,30,26,33.3735,84,17,29.9092,372016.07,715039.55,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T12:09:16.000Z,1999 doqs,3126,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T12:09:16.000Z,2306,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_171424/gis-facility!search
-84.298300605127338,30.437333343541809,NWD,185938,FSU INTRAMURAL FIELDS,249557,CLOSED,HARTSHORN_B,,2001-05-01T00:00:00.000Z,,,WEST SIDE OF WILDWOOD AVENUE,TALLAHASSEE,,,37,HARN,UNVR,Heating Oil Fuel,CAP_RAP SITE,APPRX,30,26,14.3795,84,17,53.8677,371376.22,714456.5,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T11:24:31.000Z,1999 doqs,1937,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T11:24:31.000Z,2679,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_185938/gis-facility!search
-84.299173077294398,30.440007733212568,NWD,185935,FSU OLD BOOSTER SITE,249556,CLOSED,HARTSHORN_B,,1999-12-13T00:00:00.000Z,,,205 WILDWOOD AVENUE,TALLAHASSEE,,,37,NAD83,UNVR,Heating Oil Fuel,CAP_RAP SITE,APPRX,30,26,24.0073,84,17,57.0086,371293.23,714752.77,,,CL,,1999 doqs,4198,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T12:51:26.000Z,2678,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_185935/gis-facility!search
-84.290226685387665,30.438260094673325,NWD,171426,FSU TURNBULL CENTER,239514,CLOSED,MELTON_C,,1999-01-13T00:00:00.000Z,,,MENDENHALL MAINTENANCE COMPLEX,TALLAHASSEE,32306,4045,37,HARN,UNVR,,CAP_RAP SITE,APPRX,30,26,17.7158,84,17,24.8016,372151.29,714557.15,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T12:22:03.000Z,1999 doqs,5000,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-19T12:22:03.000Z,2307,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_171426/gis-facility!search
-84.299119104434396,30.428203675275359,NWD,89286,GAMBLE 76 STATION,234945,CLOSED,COOEY_S,,1999-10-20T00:00:00.000Z,,,907 GAMBLE ST,TALLAHASSEE,32310,4775,37,HARN,UNVR,,CAP_RAP SITE,APPRX,30,25,41.5127,84,17,56.8143,371295.07,713442.77,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-17T09:09:03.000Z,1999 doqs,2572,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-17T09:09:03.000Z,2221,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_89286/gis-facility!search
-87.406041738829828,30.577927693865874,NWD,192865,GEORGE STONE FIRING RANGE,253930,CLOSED,KENNEDY_M,,2001-08-02T00:00:00.000Z,,,13009 BEULAH ROAD,CANTONMENT,32533,8801,17,WGS84,UNVR,,CAP_RAP SITE,EXACT,30,34,40.5194,87,24,21.7326,73634.83,734530.92,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-06T09:05:12.000Z,1999 doqs,4884,,3,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-06T09:05:12.000Z,2756,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_192865/gis-facility!search
-84.328254779442304,30.4317168691063,NWD,112824,GEORGIA PACIFIC CORP DIST CTR-CU,228354,CLOSED,MILLIKAN_C,,1999-07-12T00:00:00.000Z,Elevated PAHs (Phase II-not submitted),,889 MABRY ST,TALLAHASSEE,32304,4425,37,HARN,UNVR,,CAP_RAP SITE,EXACT,30,25,54.1602,84,19,41.7027,368499.88,713840.01,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-09T10:15:31.000Z,1999 doqs,5000,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-09T10:15:31.000Z,2067,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_112824/gis-facility!search
-87.202109397325216,30.427241638791923,NWD,179925,GP 13TH & GONZALEZ SS,245481,CLOSED,BAUER_L,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,17,HARN,UNVR,,CAP_RAP SITE,EXACT,30,25,38.0497,87,12,7.5764,92737.28,717290.8,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-08T08:34:23.000Z,1999 doqs,5000,,3,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-08T08:34:23.000Z,2520,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179925/gis-facility!search
-85.344083636306223,30.698282759416326,NWD,179930,GP ALFORD SS,245490,CLOSED,DOUGLAS_TD,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,32,NAD83,DMAP,Arsenic Site,CAP_RAP SITE,EXACT,30,41,53.7973,85,20,38.6855,266755.6,743643.46,WEBSTER_A,Florida Department of Environmental Protection,CL,2015-08-27T00:00:00.000Z,1999 doqs,2266,,6,,,,,,2526,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179930/gis-facility!search
-87.135815514005074,30.95929003781081,NWD,179926,GP AMERADA HESS SS,245483,CLOSED,WHITLOCK_B,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PENSACOLA,32525,,57,WGS84,UNVR,,CAP_RAP SITE,EXACT,30,57,33.4235,87,8,8.9184,100598.2,776143.5,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-02-28T10:19:05.000Z,1999 doqs,2341,,3,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-02-28T10:19:05.000Z,2522,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179926/gis-facility!search
-85.61882502414251,30.145484486577608,NWD,179932,GP ARIZONA CHEMICAL SS,245491,CLOSED,CONNER_M,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PANAMA CITY,32520,,3,HARN,UNVR,,CAP_RAP SITE,APPRX,30,8,43.724,85,37,7.7543,244239.71,683052.49,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-06T10:27:50.000Z,1999 doqs,1012,,3,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-06T10:27:50.000Z,2527,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179932/gis-facility!search
-87.309927900248269,30.437128443367854,NWD,179938,GP BAYOU MARCUS SS,245498,CLOSED,HULTSTRAND_V,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,17,NAD83,DPHO,Arsenic Site,CAP_RAP SITE,EXACT,30,26,13.6422,87,18,35.7229,82423,718661,WILLIAMS_CA,Florida Department of Environmental Protection,CL,2011-07-20T00:00:00.000Z,2004_DOQQ,4618,4618,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CL,2011-07-20T14:56:09.000Z,2532,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179938/gis-facility!search
-87.231902128293342,30.416636163553939,NWD,179942,GP BELMONT & G SS,245501,CLOSED,HULTSTRAND_V,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,17,HARN,UNVR,,CAP_RAP SITE,EXACT,30,24,59.87,87,13,54.8302,89847.62,716188.96,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-22T07:52:33.000Z,1999 doqs,2815,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-22T07:52:33.000Z,2534,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179942/gis-facility!search
-87.388868176598336,30.525734321490827,NWD,179955,GP BEULAH SS,245512,CLOSED,REYES_C,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,17,HARN,UNVR,,CAP_RAP SITE,EXACT,30,31,32.6233,87,23,19.9078,75120.59,728695.66,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-20T16:31:35.000Z,1999 doqs,3328,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-20T16:31:35.000Z,2545,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179955/gis-facility!search
-85.033223731219636,30.428522846811479,NWD,179954,GP BLOUNTSTOWN SS,245511,CLOSED,MELTON_C,,1988-04-04T00:00:00.000Z,,,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,7,HARN,UNVR,,CAP_RAP SITE,APPRX,30,25,42.6618,85,1,59.5902,300846.51,713859.18,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-13T09:28:45.000Z,1999 doqs,1349,,4,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-13T09:28:45.000Z,2544,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179954/gis-facility!search
-87.29974789302365,30.971198533492647,NWD,179951,GP BYRNEVILLE SS,245509,CLOSED,CONNER_M,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,17,HARN,UNVR,,CAP_RAP SITE,EXACT,30,58,16.2941,87,17,59.0748,84985.26,777871.94,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-22T08:32:34.000Z,1999 doqs,4136,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-22T08:32:34.000Z,2542,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179951/gis-facility!search
-87.256813965391416,30.987312788661846,NWD,179948,GP CENTURY SS,245507,CLOSED,HENNICK_M,8-0471,1988-04-04T00:00:00.000Z,Arsenic,y,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,17,HARN,UNVR,,CAP_RAP SITE,EXACT,30,59,14.3054,87,15,24.5127,89130.09,779550.12,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-22T08:36:06.000Z,1999 doqs,1386,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-04-22T08:36:06.000Z,2540,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179948/gis-facility!search
-85.202416377193941,30.777053697669135,NWD,179944,GP CHIPOLA SS,245504,CLOSED,COOEY_S,88-0471,1988-04-04T00:00:00.000Z,Arsenic,U,ENVIRONMENTAL AFFAIRS,PENSACOLA,32520,,32,HARN,UNVR,,CAP_RAP SITE,APPRX,30,46,37.3726,85,12,8.6835,284988.12,752678.85,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-13T13:27:09.000Z,1999 doqs,2765,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-13T13:27:09.000Z,2537,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_179944/gis-facility!search
